"gameKey","college","minutes","athlete","fieldGoalsMade","fieldGoalsAttempted","threePointersMade","threePointersAttempted","freeThrowsMade","freeThrowsAttempted","offensiveRebounds","defensiveRebounds","totalRebounds","assists","turnovers","steals","blockedShots","personalFouls","pointsScored"
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",28,"Shaunessy Smith",1,5,0,3,0,0,0, 2,2,1,2,2,0,0,2
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",36,"LeAntwan Luckett",7,20,0,5,2,3,1, 0,1,5,5,0,0,5,16
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",16,"Anthony Evans",3,4,0,0,0,2,1, 0,1,2,0,0,0,0,6
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",6,"Tyrel Hunt",1,2,0,0,0,0,0, 0,0,0,0,0,0,2,2
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",40,"Devante Hampton",5,13,2,4,0,1,2, 3,5,3,0,1,0,3,12
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",13,"Josh Nicholas",1,1,0,0,0,0,1, 3,4,1,0,2,0,3,2
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",4,"Stephan Raquil",0,0,0,0,0,0,0, 0,0,0,0,0,0,1,0
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",25,"Marius Myles",1,4,0,0,0,0,5, 2,7,1,1,1,0,4,2
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",36,"Octavius Brown",3,9,2,4,2,2,3, 10,13,2,0,1,2,5,10
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",17,"George Thomas",2,2,0,0,0,0,0, 3,3,1,0,0,1,1,4
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",26,"Marquis Vance",5,10,2,3,2,4,0, 3,3,0,1,1,1,3,14
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",3,"Corey Young",0,2,0,2,0,0,0, 0,0,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",47,"Hunter Williams",3,16,2,11,2,2,1, 6,7,4,4,0,0,1,10
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",30,"Westley Hinton",6,11,0,4,3,4,5, 7,12,0,3,0,1,1,15
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",13,"Tevin Calhoun",0,4,0,0,0,1,0, 1,1,0,0,0,1,0,0
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",14,"Jeff Mullahey",0,5,0,2,0,0,2, 0,2,2,1,1,0,1,0
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",47,"Antoine Myers",4,7,0,0,11,12,1, 7,8,1,1,2,0,1,19
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",14,"Josh Warren",1,1,0,0,0,0,1, 1,2,0,0,0,0,2,2
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",9,"Kelton Ford",0,3,0,2,0,0,0, 0,0,1,0,0,0,1,0
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",34,"JC Bonny",3,7,1,4,5,6,2, 3,5,0,2,2,0,1,12
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",42,"Kevin Thomas",5,11,0,0,5,7,7, 5,12,1,3,1,2,3,15
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Niagara",25,"Marcus Ware",3,11,0,0,0,0,3, 3,6,3,2,1,0,3,6
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Niagara",31,"Marvin Jordan",5,11,4,8,0,0,1, 1,2,0,0,0,0,5,14
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Niagara",38,"Antoine Mason",6,17,1,3,7,9,3, 2,5,1,6,0,0,3,20
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Niagara",6,"Joe Thomas",0,2,0,0,0,0,0, 0,0,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Niagara",24,"Rayvon Harris",1,3,1,1,1,2,0, 4,4,1,2,1,0,4,4
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Niagara",24,"Cameron Fowler",2,7,1,2,0,0,1, 2,3,0,3,3,0,3,5
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Niagara",6,"Tahjere McCall",0,2,0,0,0,0,0, 0,0,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Niagara",20,"Wesley Myers",3,4,1,2,2,3,0, 5,5,1,3,0,0,3,9
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Niagara",26,"Ramone Snowden",0,6,0,5,3,4,0, 5,5,1,2,0,0,3,3
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Arkansas St.",19,"Kirk Van Slyke",3,7,1,4,2,2,1, 1,2,0,3,1,3,4,9
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Arkansas St.",31,"Kendrick Washington",5,9,0,0,6,7,4, 4,8,6,3,1,1,5,16
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Arkansas St.",26,"Brandon Reed",6,10,3,4,0,0,1, 1,2,1,1,0,0,1,15
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Arkansas St.",32,"Melvin Johnson III",2,8,1,2,2,2,0, 10,10,2,3,0,1,0,7
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Arkansas St.",20,"Ed Townsel",3,6,1,4,2,2,2, 4,6,1,1,1,0,1,9
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Arkansas St.",15,"Rakeem Dickerson",1,2,0,0,5,6,0, 4,4,1,0,0,0,1,7
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Arkansas St.",9,"Kelvin Downs",1,5,0,0,0,0,1, 2,3,1,0,1,0,2,2
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Arkansas St.",24,"Cameron Golden",2,6,0,3,1,3,0, 0,0,1,1,2,0,0,5
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Arkansas St.",22,"Raeford Worsham",4,8,0,0,6,8,1, 2,3,1,0,3,2,1,14
"http://sports.yahoo.com/ncaab/niagara-purple-eagles-arkansas-state-red-wolves-201312020022","Arkansas St.",2,"Josh Pierre",0,1,0,1,2,2,0, 1,1,0,0,0,0,0,2
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","Loyola Marymount",16,"Alex Osborne",0,4,0,0,2,2,1, 1,2,0,0,2,0,1,2
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","Loyola Marymount",11,"Ayodeji Egbeyemi",0,2,0,0,5,6,3, 3,6,2,1,0,0,2,5
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","Loyola Marymount",35,"Anthony Ireland",6,14,2,4,2,5,2, 2,4,3,3,1,2,1,16
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","Loyola Marymount",14,"C.J. Blackwell",2,6,0,1,1,2,2, 1,3,0,2,0,0,2,5
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","Loyola Marymount",17,"Ben Dickinson",3,7,0,0,0,0,0, 3,3,2,2,0,0,2,6
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","Loyola Marymount",11,"Nick Stover",1,3,1,3,2,2,1, 0,1,0,0,0,1,1,5
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","Loyola Marymount",26,"Chase Flint",3,5,1,3,2,2,1, 1,2,1,0,2,0,0,9
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","Loyola Marymount",15,"Marin Mornar",0,1,0,0,0,0,0, 5,5,1,1,0,3,2,0
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","Loyola Marymount",32,"Gabe Levin",4,12,0,2,5,6,8, 6,14,2,0,0,0,1,13
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","Loyola Marymount",23,"Evan Payne",5,9,0,1,2,4,1, 2,3,1,4,0,0,2,12
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","UC Riverside",24,"Chris Harriel",2,10,1,4,0,1,1, 2,3,1,2,1,1,2,5
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","UC Riverside",13,"Lucas Devenny",1,3,0,0,0,0,1, 2,3,1,0,0,1,2,2
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","UC Riverside",11,"Colin Gruber",1,2,0,1,0,0,1, 1,2,0,0,1,0,1,2
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","UC Riverside",18,"Steven Thornton",1,6,0,3,0,0,0, 1,1,0,3,0,0,5,2
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","UC Riverside",18,"Austin Quick",2,2,0,0,0,0,0, 2,2,1,1,1,0,0,4
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","UC Riverside",36,"Taylor Johns",9,15,0,0,4,8,8, 8,16,1,3,2,3,2,22
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","UC Riverside",21,"Steven Jones",2,7,0,1,0,0,0, 1,1,2,0,0,1,3,4
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","UC Riverside",30,"Chris Patton",6,12,0,0,3,3,3, 4,7,2,2,3,0,1,15
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","UC Riverside",22,"Nick Gruninger",3,7,1,2,2,2,1, 2,3,5,3,0,0,4,9
"http://sports.yahoo.com/ncaab/loyola-marymount-lions-uc-riverside-highlanders-201312021240","UC Riverside",7,"Sam Finley",2,6,0,0,0,0,0, 0,0,0,1,0,0,3,4
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",34,"Javorn Farrell",6,16,0,1,3,6,4, 8,12,1,5,0,1,3,15
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",17,"Josh Cleveland",2,4,0,0,1,2,1, 1,2,1,1,0,1,5,5
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",31,"Shaquille Boga",6,14,3,3,2,2,0, 3,3,1,1,3,0,0,17
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",4,"Blake Provost",0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",6,"Jamal Dantzler",0,1,0,0,0,1,0, 1,1,0,1,1,0,2,0
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",27,"Lauri Toivonen",1,3,0,0,0,0,1, 4,5,0,1,2,1,3,2
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",15,"Shaquille Hines",3,6,0,1,1,2,0, 0,0,1,3,1,0,4,7
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",4,"Hurley Johnson",0,2,0,1,0,0,0, 1,1,1,0,1,0,0,0
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",17,"Justin Leathers",0,2,0,1,0,0,1, 2,3,1,2,1,0,3,0
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",9,"Jacob Raspopovich",0,1,0,0,0,0,0, 1,1,1,0,1,0,1,0
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",18,"LJ McIntosh",1,4,0,1,0,0,0, 2,2,0,0,0,0,0,2
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",5,"Alex Majewski",0,0,0,0,0,0,0, 2,2,0,1,0,0,0,0
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","TX Pan American",13,"Christian Hildebrandt",0,1,0,1,1,2,2, 2,4,1,0,0,0,2,1
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","SIU Edwardsville",13,"Tim Johnson",0,4,0,1,0,2,2, 0,2,0,2,2,1,3,0
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","SIU Edwardsville",32,"Christian Salecich",5,10,2,7,4,4,1, 4,5,2,1,1,0,1,16
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","SIU Edwardsville",12,"Maurice Wiltz",0,3,0,2,2,2,0, 1,1,0,1,0,0,3,2
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","SIU Edwardsville",15,"Michael Messer",1,5,0,2,0,1,0, 3,3,0,0,0,0,2,2
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","SIU Edwardsville",15,"Ray Lester",3,5,0,0,3,7,1, 1,2,0,0,0,1,1,9
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","SIU Edwardsville",31,"Donivine Stewart",1,8,0,2,4,4,2, 3,5,5,5,0,0,3,6
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","SIU Edwardsville",23,"Kris Davis",0,4,0,4,2,4,1, 4,5,3,3,0,0,2,2
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","SIU Edwardsville",24,"Keaton Jackson",1,4,0,0,1,2,2, 7,9,0,1,1,4,1,3
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","SIU Edwardsville",7,"Cameron Craig",0,1,0,0,0,0,0, 0,0,0,1,0,0,0,0
"http://sports.yahoo.com/ncaab/texas-pan-american-broncs-siue-cougars-201312021196","SIU Edwardsville",28,"Rozell Nunn",5,5,4,4,1,2,2, 2,4,1,1,1,0,3,15
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",39,"Holton Hunsaker",6,11,3,7,0,0,0, 2,2,6,4,1,0,2,15
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",36,"Zach Nelson",7,12,1,2,1,2,2, 11,13,3,4,1,3,3,16
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",32,"Ben Aird",7,11,0,0,4,4,0, 8,8,1,1,1,0,4,18
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",2,"Eli Robison",1,1,0,0,0,0,1, 0,1,0,0,0,0,2,2
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",32,"Mitch Bruneel",3,7,1,2,1,2,0, 2,2,1,0,0,0,5,8
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",27,"Keawe Enos",2,7,2,4,0,0,0, 0,0,5,2,1,0,4,6
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",20,"Hayes Garrity",1,6,0,1,0,0,0, 1,1,2,2,0,0,1,2
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",4,"Chad Ross",0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",8,"Brenden Evans",0,1,0,1,0,0,0, 2,2,0,1,0,0,2,0
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",30,"Trevor Gruis",3,7,0,0,2,4,2, 2,4,2,1,0,1,4,8
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",35,"Trey Norris",3,10,0,1,0,0,1, 3,4,7,1,0,0,2,6
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",16,"Adam Thoseby",1,4,0,3,2,2,0, 2,2,1,1,0,1,2,4
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",31,"Brandon Bos",4,9,1,2,6,6,0, 1,1,1,3,0,0,0,15
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",19,"Tyler Larson",5,8,1,4,1,4,0, 5,5,0,0,0,0,2,12
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",17,"Casey Kasperbauer",1,2,0,0,0,0,0, 1,1,1,0,1,0,0,2
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",14,"Karim Rowson",2,2,0,0,3,7,1, 2,3,0,0,1,0,0,7
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",20,"Tyler Flack",4,7,0,1,2,5,2, 2,4,0,1,0,1,2,10
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",9,"Eric Robertson",2,3,0,0,0,0,2, 0,2,1,0,0,1,2,4
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",9,"Tavian Pomlee",1,2,1,2,0,0,1, 2,3,0,2,0,0,1,3
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","UC Davis",26,"Ryan Sypkens",2,11,2,9,0,0,1, 5,6,1,2,0,0,0,6
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","UC Davis",27,"Corey Hawkins",5,11,0,3,2,3,0, 2,2,3,2,2,1,4,12
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","UC Davis",17,"Avery Johnson",0,0,0,0,0,0,0, 0,0,0,1,0,0,1,0
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","UC Davis",30,"Josh Ritchart",5,10,4,7,0,0,1, 5,6,2,3,1,0,2,14
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","UC Davis",16,"Iggy Nujic",1,7,0,3,0,0,2, 1,3,2,2,0,0,2,2
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","UC Davis",18,"Clint Bozner",2,3,0,0,3,4,1, 2,3,1,2,0,0,1,7
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","UC Davis",1,"Justin Dueck",0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","UC Davis",27,"Darius Graham",2,3,0,1,0,0,0, 3,3,1,1,0,0,2,4
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","UC Davis",9,"Olivier-Paul Betu",0,1,0,0,3,4,1, 0,1,2,0,0,0,3,3
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","UC Davis",14,"Brynton Lemar",0,5,0,1,0,0,0, 2,2,0,1,1,0,2,0
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","UC Davis",15,"Georgi Funtarov",2,5,1,3,0,1,2, 2,4,0,2,0,0,3,5
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","Seattle",25,"Clarence Trent",2,6,1,3,0,0,2, 5,7,2,2,4,0,1,5
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","Seattle",34,"Isiah Umipig",8,16,6,11,8,9,2, 3,5,4,2,2,0,3,30
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","Seattle",28,"Jarell Flora",1,5,0,2,0,0,0, 3,3,0,0,1,0,0,2
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","Seattle",7,"Deshaun Sunderhaus",2,3,0,0,2,2,0, 3,3,0,1,0,0,4,6
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","Seattle",21,"D'Vonne Pickett, Jr.",2,2,0,0,0,2,0, 4,4,5,1,0,0,2,4
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","Seattle",5,"Emmanuel Chibuogwu",0,0,0,0,0,0,0, 0,0,0,1,0,0,0,0
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","Seattle",24,"Jack Crook",4,6,0,0,2,5,1, 3,4,0,1,1,0,1,10
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","Seattle",4,"David Trimble",0,0,0,0,0,0,0, 1,1,2,0,0,0,1,0
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","Seattle",16,"Luiz Bidart",1,5,0,4,0,0,0, 2,2,3,0,0,0,0,2
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","Seattle",25,"Shore Adenekan",6,7,0,0,4,7,1, 4,5,0,2,1,5,3,16
"http://sports.yahoo.com/ncaab/uc-davis-aggies-seattle-redhawks-201312020507","Seattle",11,"William Powell",1,2,0,0,0,0,0, 1,1,0,0,0,0,0,2
